respondent_id,age,gender,field_of_study,sleep_hours,physical_activity_hrs_per_week,caffeine_intake_mg_per_day,academic_stress_level_1_10,resting_heart_rate_bpm,diet_quality_1_10,pre_exam_anxiety_level_1_10,screen_time_hrs_per_day,social_media_hrs_per_day,screen_time_before_bed_minutes,notifications_per_day,uses_productivity_app,favorite_content_type,study_hours_per_week,procrastination_level_1_10,frequently_procrastinates,class_attendance_percent,late_assignments_per_semester,gpa,family_academic_achievement_history,takes_extra_tutoring,major_life_event_this_semester,digital_academic_wellbeing_level
STU-02742,31,Other,Culinary Arts,3.3,0.2,510.0,9,117,4,9,12.5,3.4,51,112,No,Social Media/Trends,20.5,6,Yes,81.6,0,2.6,Yes,Yes,Yes,Low
STU-02744,29,Other,Nursing,7.1,5.5,196.0,8,72,8,4,10.7,3.8,24,75,Yes,News,0.0,7,Yes,66.5,3,1.92,No,No,Yes,Low
STU-02745,54,Other,Medicine,6.6,2.6,492.0,3,74,6,1,6.3,4.2,36,150,Yes,Entertainment,4.5,6,No,84.7,0,2.62,Yes,No,Yes,High
STU-02746,64,male,Nursing,7.9,2.6,284.0,4,112,6,1,8.1,0.4,45,0,Yes,Education,4.5,8,Yes,80.3,9,2.4,Yes,No,No,High
STU-02747,45,Female,Visual Communication Design,7.1,6.1,68.0,5,92,5,4,6.3,6.3,35,112,Yes,Gaming,4.5,7,No,70.6,6,2.17,No,Yes,No,Low
STU-02748,46,Other,Culinary Arts,6.3,6.7,,5,73,5,3,5.4,1.7,18,0,No,Education,0.0,6,Yes,80.9,5,2.26,No,No,No,Low
STU-02749,58,Female,Electrical Engineering,5.1,0.9,354.0,9,74,2,5,15.1,7.6,51,112,No,Social Media/Trends,11.4,7,No,96.9,4,2.2,Yes,No,Yes,Low
STU-02750,64,Female,Medicine,6.4,0.1,292.0,3,95,6,3,14.2,5.5,37,150,Yes,Social Media/Trends,6.8,6,No,90.7,5,2.14,Yes,No,No,Medium
STU-02752,41,Female,Medicine,7.5,2.3,288.0,5,82,5,3,1.0,7.6,57,0,Yes,Education,4.5,10,Yes,79.9,3,2.11,No,No,No,Low
STU-02753,19,Other,Other Program,6.6,4.6,219.0,5,104,8,3,11.6,1.7,19,0,Yes,Social Media/Trends,9.1,8,No,92.3,7,2.25,Yes,Yes,Yes,High
STU-02754,35,Male,Visual Communication Design,6.8,7.0,259.0,8,112,6,3,12.5,5.5,57,38,No,Education,0.0,1,No,77.7,2,2.82,No,No,No,Medium
STU-02755,29,Female,Culinary Arts,4.6,0.9,476.0,8,92,1,8,13.4,5.5,70,75,No,Gaming,13.6,5,Yes,72.5,4,2.86,No,No,Yes,Low
STU-02757,47,Other,Medicine,6.9,3.9,526.0,6,101,8,4,6.3,5.1,25,-5,Yes,News,9.1,5,Yes,75.1,4,2.72,Yes,Yes,Yes,High
STU-02758,23,Other,Computer Science,9.2,0.2,263.0,10,110,9,4,7.2,4.6,64,75,No,News,2.3,6,Yes,88.5,2,2.64,No,Yes,Yes,Medium
STU-02759,20,Female,Culinary Arts,6.2,2.4,150.0,8,60,5,3,4.5,1.7,37,112,No,Social Media/Trends,4.5,4,No,76.6,1,2.78,No,No,Yes,Low
STU-02760,23,Female,Other Program,3.7,2.6,,9,91,1,10,8.1,5.5,46,150,No,Entertainment,13.6,7,Yes,88.7,3,2.65,Yes,No,No,Low
STU-02762,44,Male,Biology/Science,7.0,3.7,479.0,9,113,7,4,12.5,1.7,3,38,Yes,Social Media/Trends,6.8,8,No,68.3,3,2.16,Yes,Yes,No,Medium
STU-02763,24,Other,Medicine,6.8,3.7,595.0,7,108,7,7,16.0,2.1,33,112,No,News,4.5,5,Yes,72.3,7,2.05,Yes,Yes,No,Low
STU-02766,60,Male,Sports Science,5.9,1.6,297.0,3,74,8,3,11.6,3.8,49,75,No,Entertainment,0.0,4,No,89.8,0,2.19,No,Yes,Yes,Low
STU-02768,56,Female,Fine Arts,7.2,3.3,,3,74,2,1,1.0,5.1,55,112,Yes,Education,11.4,2,No,94.9,3,2.93,Yes,Yes,Yes,High
STU-02769,28,Male,Information Systems,5.6,2.5,369.0,6,107,1,4,15.1,2.1,25,38,Yes,Gaming,6.8,10,Yes,81.9,7,2.16,Yes,No,No,Low
STU-02770,48,Male,Information Systems,8.0,0.3,143.0,8,107,3,3,14.2,2.1,37,75,Yes,Entertainment,0.0,5,No,61.6,5,2.42,No,Yes,No,Medium
STU-02771,56,FEMALE,Computer Science,7.7,1.9,,1,67,9,1,5.4,,70,0,No,Education,2.3,9,Yes,76.4,7,2.44,No,No,No,Low
STU-02772,33,Female,Fine Arts,4.1,2.3,167.0,3,73,5,3,10.7,6.7,31,75,Yes,News,0.0,1,No,93.9,1,2.78,No,Yes,Yes,Medium
STU-02774,43,Male,Other Program,6.8,5.0,92.0,4,79,2,5,8.1,0.0,40,0,Yes,News,2.3,4,No,87.9,3,2.61,No,Yes,No,High
STU-02775,38,Other,Nursing,8.5,5.5,132.0,7,105,4,4,2.8,0.8,53,112,Yes,Education,0.0,4,No,94.1,0,2.56,No,Yes,Yes,High
STU-02776,30,Female,Electrical Engineering,4.3,4.2,558.0,5,91,10,5,3.6,6.7,39,112,No,Gaming,2.3,7,Yes,,1,2.18,No,Yes,Yes,Low
STU-02777,54,Other,Electrical Engineering,5.3,4.7,465.0,6,75,2,6,48.0,1.7,45,38,Yes,Entertainment,13.6,3,No,83.4,0,2.64,Yes,No,No,High
STU-02778,36,Female,Information Systems,5.9,2.5,145.0,3,108,3,2,12.5,2.5,0,0,Yes,Entertainment,0.0,5,No,82.5,5,2.14,No,Yes,No,Medium
STU-02779,57,Male,Visual Communication Design,7.2,4.5,122.0,3,106,6,3,10.7,7.2,75,112,No,Social Media/Trends,2.3,7,No,96.1,7,2.56,Yes,No,No,Low
STU-02780,38,Male,Other Program,6.7,3.9,136.0,9,89,3,3,13.4,1.3,4,0,No,Social Media/Trends,0.0,6,Yes,86.7,4,2.0,No,Yes,Yes,Medium
STU-02781,42,Male,Nursing,5.0,4.1,181.0,4,95,2,4,7.2,2.9,16,38,Yes,Education,2.3,7,Yes,63.0,6,2.06,No,No,Yes,Medium
STU-02782,35,Female,Electrical Engineering,8.2,3.2,558.0,4,101,7,2,7.2,6.3,45,112,No,Entertainment,0.0,8,No,83.7,4,2.41,No,Yes,No,Medium
STU-02783,52,Male,Fine Arts,5.4,3.8,201.0,9,96,2,5,14.2,5.9,76,150,Yes,Entertainment,6.8,8,No,81.5,3,2.02,No,No,Yes,Low
STU-02784,60,Other,Information Systems,6.6,2.1,399.0,5,65,6,6,15.1,7.6,45,112,No,Social Media/Trends,2.3,4,Yes,64.0,3,1.99,Yes,Yes,Yes,Low
STU-02785,42,Female,Medicine,8.2,5.7,289.0,7,79,1,3,1.9,3.4,47,112,Yes,Social Media/Trends,6.8,7,No,73.9,0,2.2,Yes,Yes,Yes,Medium
STU-02786,57,Other,Education,5.2,3.4,232.0,7,99,2,6,12.5,5.5,0,75,Yes,Gaming,2.3,6,Yes,80.2,7,2.29,No,Yes,No,Low
STU-02788,34,Other,Sports Science,6.8,3.2,238.0,3,105,10,2,3.6,,102,38,No,Gaming,13.6,6,No,66.4,0,2.58,Yes,No,Yes,Medium
STU-02789,28,Male,Computer Science,6.9,5.1,316.0,6,82,5,3,13.4,0.0,50,38,No,Entertainment,13.6,1,No,80.6,1,2.93,Yes,Yes,No,High
STU-02790,29,Female,Electrical Engineering,7.7,2.9,594.0,9,68,10,4,8.9,6.3,69,38,No,Gaming,9.1,10,Yes,75.2,4,2.65,Yes,No,No,Low
STU-02791,44,Male,Education,3.2,0.4,384.0,10,97,2,8,13.4,,51,112,No,Gaming,13.6,8,Yes,83.3,5,1.86,Yes,Yes,Yes,Low
STU-02792,42,Other,Medicine,9.0,6.7,413.0,9,106,1,5,8.1,2.9,0,38,Yes,News,6.8,5,No,76.4,1,2.45,Yes,Yes,Yes,High
STU-02793,29,Other,Fine Arts,5.5,1.5,247.0,1,79,2,1,14.2,5.9,45,0,No,Entertainment,9.1,3,No,79.1,7,2.64,Yes,Yes,Yes,Medium
STU-02794,36,Female,Information Systems,6.8,4.2,227.0,8,60,4,6,13.4,7.2,36,0,Yes,News,0.0,2,No,65.8,3,2.1,No,Yes,Yes,Low
STU-02795,22,Other,Computer Science,8.2,3.0,103.0,10,100,10,7,9.8,4.6,15,0,Yes,Gaming,4.5,8,No,86.0,7,1.86,No,No,No,Medium
STU-02796,56,Other,Biology/Science,5.8,5.2,502.0,10,119,3,5,2.8,6.7,37,38,No,Social Media/Trends,4.5,8,Yes,82.6,2,2.27,No,Yes,No,Low
STU-02797,46,Female,Law,6.3,3.6,389.0,7,65,8,3,14.2,1.7,0,38,Yes,Entertainment,9.1,4,Yes,87.1,2,2.66,Yes,Yes,No,High
STU-02798,43,Male,Visual Communication Design,7.5,1.3,75.0,6,69,2,2,7.2,0.4,20,0,Yes,Gaming,9.1,5,No,100.0,4,2.63,Yes,Yes,Yes,High
STU-02799,42 yrs,Male,Biology/Science,6.7,3.6,312.0,10,92,4,4,1.0,0.8,46,75,Yes,Social Media/Trends,9.1,4,Yes,69.9,2,2.64,Yes,No,Yes,High
STU-02800,37,Male,Law,6.7,3.4,503.0,7,74,1,5,1.0,8.0,39,38,Yes,Education,,3,No,66.2,3,2.84,Yes,Yes,No,Medium
STU-02801,44,Female,Computer Science,6.4,0.4,268.0,3,93,8,1,9.8,6.3,31,0,No,Gaming,0.0,6,Yes,69.0,1,2.28,No,Yes,Yes,Low
STU-02803,23,Male,Nursing,5.1,4.1,253.0,6,75,2,3,12.5,5.1,12,0,Yes,News,0.0,6,Yes,75.5,5,2.26,No,No,No,High
STU-02805,26,Female,Biology/Science,7.0,4.0,419.0,7,108,7,5,8.9,5.5,8,150,Yes,Social Media/Trends,6.8,7,Yes,90.0,6,1.98,Yes,Yes,No,Medium
STU-02806,42,Female,Medicine,8.9,2.7,301.0,6,87,7,5,10.7,1.7,112,75,No,Entertainment,6.8,6,Yes,83.0,7,2.36,No,Yes,No,Medium
STU-02807,44,Male,Nursing,6.4,4.8,261.0,1,109,6,1,5.4,5.9,78,150,Yes,Education,2.3,5,No,75.3,2,2.59,Yes,No,No,Medium
STU-02808,28,Other,Medicine,6.2,1.8,589.0,1,116,3,2,10.7,2.5,60,150,No,News,2.3,6,Yes,83.8,3,2.21,No,No,No,Low
STU-02809,29,Other,Biology/Science,7.6,0.0,452.0,1,73,7,1,10.7,5.5,44,112,Yes,Gaming,2.3,5,No,72.5,2,2.32,No,Yes,No,Medium
STU-02810,54,Other,Information Systems,9.7,6.8,197.0,10,115,10,2,15.1,2.9,52,112,No,Entertainment,2.3,2,No,92.3,3,2.66,Yes,No,No,High
STU-02811,57,Other,Medicine,5.6,6.0,283.0,7,76,5,4,12.5,7.2,29,0,Yes,Gaming,6.8,6,No,76.8,3,2.26,Yes,No,Yes,Low
STU-02812,59,Female,Visual Communication Design,7.6,2.1,219.0,5,106,5,3,8.9,5.1,56,75,No,News,9.1,10,Yes,80.3,6,2.39,Yes,Yes,Yes,Low
STU-02813,58,Other,Law,5.8,3.7,502.0,2,96,2,4,13.4,2.1,34,150,,Education,,7,Yes,73.8,3,2.43,Yes,No,Yes,High
STU-02815,20,Other,Fine Arts,6.8,5.1,288.0,2,76,8,1,4.5,8.0,47,112,Yes,Entertainment,4.5,4,Yes,87.1,5,2.78,No,Yes,Yes,Medium
STU-02816,22,Other,Visual Communication Design,8.9,3.7,58.0,1,112,2,2,13.4,7.6,32,-5,Yes,Entertainment,4.5,5,No,86.9,5,2.64,No,Yes,No,High
STU-02817,59,Female,Fine Arts,6.3,0.0,187.0,10,74,9,6,14.2,5.1,58,38,No,Education,0.0,1,No,92.0,3,2.51,No,No,Yes,Low
STU-02818,26,Other,Electrical Engineering,4.0,2.3,424.0,9,108,2,8,12.5,3.8,34,150,No,Gaming,9.1,2,No,82.4,0,3.08,Yes,Yes,Yes,Low
STU-02819,29,FEMALE,Sports Science,6.9,7.9,226.0,8,81,2,4,13.4,4.2,1,150,Yes,Entertainment,2.3,10,Yes,71.7,6,1.61,No,Yes,No,Low
STU-02820,47,Other,Biology/Science,7.9,4.8,,10,99,4,4,6.3,6.7,55,0,Yes,Gaming,0.0,4,No,68.2,4,2.37,No,No,Yes,Low
STU-02821,44,Male,Sports Science,6.5,2.0,165.0,1,78,5,1,9.8,8.0,27,150,No,Entertainment,2.3,6,Yes,85.3,6,1.93,Yes,Yes,Yes,Low
STU-02822,24,Other,Nursing,5.3,0.3,279.0,7,77,9,5,10.7,3.4,46,112,No,News,11.4,8,No,,3,2.79,Yes,No,Yes,Low
STU-02824,32,Female,Other Program,7.6,0.0,86.0,4,84,3,3,15.1,6.7,20,75,Yes,Social Media/Trends,13.6,9,Yes,75.0,6,2.42,Yes,No,No,Medium
STU-02825,27,Other,Fine Arts,7.9,2.4,,7,119,7,3,16.0,2.5,26,0,No,Entertainment,2.3,4,Yes,76.7,7,2.58,No,Yes,No,Medium
STU-02826,32,Male,Sports Science,7.3,4.8,105.0,5,60,10,1,8.9,1.7,72,0,No,Social Media/Trends,2.3,7,No,71.6,4,1.98,No,Yes,No,Low
STU-02827,38,FEMALE,Culinary Arts,7.6,5.7,159.0,5,82,3,2,7.2,5.1,58,0,No,Social Media/Trends,4.5,9,Yes,76.3,7,1.99,No,Yes,Yes,Low
STU-02828,64,Male,Law,7.8,2.0,528.0,2,101,9,3,8.1,2.5,53,150,No,News,0.0,4,No,88.8,0,2.58,Yes,No,Yes,High
STU-02829,25,Other,Computer Science,8.8,1.9,167.0,9,71,5,4,13.4,5.9,17,75,Yes,Social Media/Trends,4.5,9,Yes,82.5,4,2.3,Yes,Yes,Yes,High
STU-02830,31,Male,Fine Arts,4.7,0.6,526.0,10,109,4,9,8.1,3.4,59,150,Yes,Social Media/Trends,15.9,3,No,90.3,5,3.54,Yes,Yes,Yes,Low
STU-02831,56,Male,Information Systems,6.8,1.2,318.0,2,76,9,2,15.1,4.6,60,112,Yes,Social Media/Trends,4.5,5,No,88.0,3,2.17,Yes,No,No,Medium
STU-02832,46,Other,Law,5.2,1.6,328.0,1,112,6,3,10.7,2.1,29,75,No,Education,2.3,3,No,91.4,4,2.12,No,No,Yes,Medium
STU-02833,42,Other,Electrical Engineering,5.2,1.9,518.0,10,95,1,9,14.2,3.4,10,112,No,News,9.1,10,Yes,67.1,10,2.15,Yes,Yes,Yes,Low
STU-02835,20,Male,Electrical Engineering,7.1,2.3,291.0,4,106,1,3,6.3,6.3,49,38,No,News,6.8,8,Yes,65.7,4,2.68,Yes,Yes,No,Low
STU-02836,56,Other,Information Systems,8.3,2.0,305.0,8,104,9,4,14.2,0.8,63,75,Yes,Education,4.5,6,Yes,84.5,8,2.17,Yes,No,Yes,Medium
STU-02837,40,female,Nursing,6.6,4.9,109.0,6,108,3,6,3.6,8.0,14,0,Yes,Social Media/Trends,2.3,5,No,80.3,2,2.32,No,Yes,Yes,Low
STU-02838,20,Male,Education,7.7,2.6,282.0,10,105,1,6,4.5,5.1,0,0,Yes,Gaming,4.5,6,No,97.3,1,2.71,No,No,No,Medium
STU-02839,50,Female,Biology/Science,6.9,4.0,506.0,10,68,1,4,3.6,3.8,7,38,No,Social Media/Trends,0.0,9,Yes,84.3,4,2.33,Yes,No,Yes,Low
STU-02840,53,Male,Medicine,7.0,2.0,471.0,8,74,2,5,13.4,2.5,60,112,No,Gaming,,1,No,82.8,2,2.64,Yes,No,Yes,Medium
STU-02841,31,Female,Computer Science,7.0,0.8,105.0,1,77,3,3,8.1,4.2,49,112,No,News,11.4,2,No,78.1,5,2.53,Yes,No,No,Medium
STU-02842,33,Other,Other Program,6.7,3.0,237.0,2,64,2,2,16.0,3.8,0,112,No,Social Media/Trends,0.0,4,No,72.4,2,1.5,No,No,Yes,Low
STU-02843,55,Other,Fine Arts,6.9,4.7,,1,79,1,3,13.4,8.0,9,75,No,Gaming,2.3,6,Yes,86.7,1,2.37,Yes,Yes,Yes,Medium
STU-02844,49,Female,Education,4.9,2.8,279.0,10,78,2,6,1.0,1.7,0,150,Yes,Social Media/Trends,0.0,4,No,78.1,3,2.49,No,Yes,No,Medium
STU-02845,49,Other,Medicine,5.1,6.2,314.0,10,98,9,6,11.6,2.9,30,112,Yes,Entertainment,11.4,7,Yes,64.8,4,2.4,Yes,Yes,Yes,Medium
STU-02846,29,Female,Fine Arts,7.9,5.1,88.0,7,81,2,3,9.8,8.0,43,75,Yes,Entertainment,2.3,4,Yes,80.5,0,2.76,Yes,No,Yes,Medium
STU-02847,50,male,Other Program,5.7,2.2,289.0,1,108,1,2,3.6,0.4,52,150,No,Social Media/Trends,2.3,5,Yes,87.4,3,2.62,No,No,No,Medium
STU-02848,64,female,Computer Science,5.4,1.6,260.0,6,83,9,4,4.5,2.9,0,112,No,Entertainment,0.0,8,Yes,77.9,5,2.26,Yes,No,No,Low
STU-02849,54,Other,Culinary Arts,6.0,5.9,377.0,7,70,6,4,8.9,5.5,62,38,No,Entertainment,11.4,9,Yes,83.2,4,2.16,Yes,No,No,Low
STU-02850,61,female,Electrical Engineering,6.2,3.7,,1,109,2,2,5.4,3.4,29,112,Yes,Entertainment,,7,Yes,,5,1.99,No,Yes,Yes,Medium
STU-02851,47,Male,Fine Arts,4.5,1.3,223.0,7,66,9,5,4.5,5.1,42,38,Yes,Entertainment,9.1,7,Yes,80.0,4,2.93,Yes,Yes,No,Medium
STU-02853,61,Female,Visual Communication Design,5.3,2.5,231.0,6,73,6,4,15.1,6.3,26,75,No,Social Media/Trends,2.3,5,No,68.2,0,2.08,Yes,No,No,Low
STU-02854,24,Other,Computer Science,5.8,5.5,255.0,3,116,10,3,10.7,7.2,10,38,Yes,Education,,7,No,71.3,4,2.17,No,Yes,No,Low
STU-02855,34,Female,Other Program,5.9,0.7,16.0,9,105,5,7,8.9,7.6,48,38,No,Entertainment,6.8,5,Yes,82.8,3,2.31,Yes,No,No,Low
STU-02856,40,Male,Biology/Science,5.4,6.2,294.0,1,101,10,1,5.4,4.6,5,150,Yes,Education,0.0,7,Yes,76.4,7,2.1,No,Yes,Yes,Medium
STU-02857,61,Other,Medicine,6.8,3.5,356.0,3,91,7,4,1.9,4.6,54,150,Yes,Social Media/Trends,6.8,7,Yes,72.1,1,2.59,Yes,Yes,Yes,Medium
STU-02858,63,Female,Culinary Arts,7.8,1.3,394.0,7,109,9,4,14.2,5.1,14,75,No,Entertainment,0.0,10,Yes,58.1,7,1.5,No,No,No,Low
STU-02859,48,Other,Other Program,5.9,3.2,178.0,5,116,10,4,16.0,2.9,63,0,Yes,News,4.5,5,Yes,75.3,4,2.58,No,No,Yes,Medium
STU-02860,34,Male,Education,7.0,5.4,34.0,8,119,10,4,1.9,5.5,20,0,No,Entertainment,2.3,6,Yes,81.5,5,2.47,No,Yes,Yes,Low
STU-02863,50,Female,Sports Science,7.1,2.9,212.0,10,119,1,6,4.5,2.9,28,38,,News,0.0,8,Yes,90.8,2,2.36,No,Yes,No,Medium
STU-02864,35,Other,Biology/Science,7.6,3.6,283.0,7,90,2,5,6.3,5.5,42,0,Yes,News,9.1,6,No,70.1,1,2.99,Yes,Yes,Yes,Medium
STU-02866,36,Other,Sports Science,8.8,0.9,220.0,8,110,4,5,15.1,0.8,41,38,Yes,News,11.4,4,Yes,79.2,4,2.26,Yes,No,Yes,Medium
STU-02867,21,Other,Education,7.8,4.7,214.0,9,75,4,4,2.8,4.6,48,112,Yes,News,9.1,6,Yes,72.7,4,2.35,Yes,No,No,High
STU-02868,44,Female,Medicine,8.7,2.6,445.0,9,69,9,5,2.8,7.2,41,0,Yes,Education,0.0,5,Yes,78.9,0,2.15,No,No,No,Low
STU-02871,45,Other,Law,7.1,2.3,263.0,10,87,9,5,15.1,2.1,51,112,Yes,Gaming,2.3,6,No,,4,2.13,No,Yes,Yes,Low
STU-02872,40,Other,Electrical Engineering,6.7,3.4,298.0,10,87,1,7,12.5,1.7,99,38,Yes,Education,6.8,5,Yes,87.8,4,2.57,No,No,No,Low
STU-02875,22,Other,Medicine,6.7,0.4,381.0,5,95,9,5,2.8,8.0,51,38,Yes,News,9.1,9,Yes,88.7,6,2.68,Yes,Yes,No,Medium
STU-02877,64,Female,Biology/Science,5.8,0.1,343.0,1,65,9,2,2.8,8.0,74,112,Yes,Social Media/Trends,6.8,2,No,86.5,1,2.41,No,No,No,High
STU-02878,36,Male,Other Program,8.0,3.8,60.0,7,76,10,3,1.9,1.7,32,150,No,Social Media/Trends,15.9,4,No,78.9,1,2.85,Yes,Yes,No,Medium
STU-02881,57,Female,Fine Arts,7.0,5.7,80.0,2,76,10,1,8.9,0.8,53,38,Yes,Education,9.1,3,No,84.0,5,2.53,Yes,No,Yes,High
STU-02882,38,Male,Electrical Engineering,5.4,4.9,320.0,4,60,9,2,14.2,5.1,38,75,No,News,4.5,1,No,84.2,6,2.18,Yes,No,No,Low
STU-02884,20,Male,Information Systems,8.3,3.5,158.0,10,100,5,3,16.0,0.0,7,75,Yes,Education,0.0,10,Yes,86.9,3,2.07,No,Yes,Yes,Medium
STU-02886,38,Female,Sports Science,5.2,0.6,124.0,2,93,3,4,3.6,0.4,44,150,Yes,News,6.8,9,Yes,78.3,7,2.62,No,No,No,Medium
STU-02887,26,Male,Other Program,5.9,3.1,74.0,5,118,7,5,15.1,4.2,38,38,No,Gaming,13.6,4,No,83.9,4,2.78,Yes,Yes,Yes,Medium
STU-02889,48,Other,Medicine,6.3,0.6,397.0,4,86,3,3,8.1,2.1,87,150,Yes,Education,0.0,9,Yes,94.8,6,2.36,No,No,Yes,Low
STU-02890,28,Male,Visual Communication Design,6.9,3.2,205.0,5,70,9,4,15.1,4.2,31,150,No,Gaming,2.3,8,No,81.7,1,2.18,Yes,Yes,Yes,Low
STU-02891,63,Other,Nursing,5.9,4.2,158.0,9,65,8,5,13.4,1.7,44,150,No,Entertainment,2.3,6,Yes,66.7,1,2.2,Yes,No,No,Low
STU-02892,52,Female,Other Program,5.5,5.9,173.0,7,71,10,3,32.099999999999994,8.0,63,150,No,News,0.0,8,Yes,66.5,5,1.93,No,No,Yes,Low
STU-02893,32,Other,Electrical Engineering,8.5,2.2,562.0,10,72,6,4,5.699999999999999,2.1,28,75,No,Education,0.0,4,No,96.2,7,2.35,No,No,No,High
STU-02894,27,Female,Electrical Engineering,5.4,0.2,517.0,3,80,7,3,2.8,2.9,65,38,No,Social Media/Trends,2.3,8,Yes,80.7,6,2.37,No,No,No,Low
STU-02895,50,Other,Biology/Science,6.4,3.8,533.0,5,80,9,4,5.4,1.3,33,38,Yes,Social Media/Trends,6.8,7,No,82.4,7,2.4,No,Yes,Yes,Low
STU-02896,30,Other,Law,5.3,0.4,477.0,2,94,7,2,8.9,3.8,11,38,Yes,Gaming,0.0,2,No,77.1,1,2.64,No,No,No,High
STU-02897,41,Female,Electrical Engineering,8.8,5.2,580.0,8,69,6,3,13.4,1.7,4,112,Yes,Social Media/Trends,9.1,8,Yes,58.6,5,1.82,Yes,Yes,No,High
STU-02899,38,Other,Information Systems,6.6,2.1,375.0,3,107,3,2,2.8,2.9,37,112,No,Social Media/Trends,2.3,4,Yes,82.6,4,2.84,No,Yes,Yes,Medium
STU-02900,44,Male,Sports Science,4.9,0.5,587.0,8,111,2,8,14.2,3.8,47,150,No,Education,20.5,10,Yes,68.5,6,2.09,Yes,Yes,No,Low
STU-02901,22,Female,Electrical Engineering,9.4,3.9,461.0,2,91,8,1,15.1,4.2,53,75,Yes,Entertainment,9.1,3,Yes,71.4,4,2.55,Yes,No,No,High
STU-02903,29,male,Law,6.4,4.0,417.0,6,65,5,3,8.1,0.4,0,0,Yes,Education,6.8,8,Yes,83.6,4,1.94,Yes,Yes,Yes,High
STU-02904,50,Female,Visual Communication Design,5.8,0.9,183.0,7,84,4,4,13.4,2.9,9,75,Yes,Entertainment,2.3,8,Yes,83.9,0,2.1,Yes,No,Yes,Medium
STU-02905,18,MALE,Visual Communication Design,6.6,0.3,251.0,10,109,4,7,12.5,7.2,42,0,Yes,Gaming,0.0,9,Yes,72.8,2,1.91,No,Yes,Yes,Low
STU-02907,55,Male,Information Systems,5.4,2.5,373.0,1,100,3,3,4.5,1.3,27,112,Yes,,6.8,9,Yes,55.2,4,2.09,Yes,No,No,Medium
STU-02908,52,Female,Computer Science,5.4,2.9,188.0,3,82,2,3,13.4,0.4,39,150,Yes,Entertainment,18.2,8,Yes,,4,3.08,Yes,No,No,Medium
STU-02909,30,Male,Visual Communication Design,5.7,1.0,262.0,8,72,4,5,16.0,5.9,16,38,Yes,Gaming,11.4,8,Yes,64.4,0,2.47,Yes,Yes,No,Low
STU-02911,64,Male,Fine Arts,6.1,0.6,74.0,8,106,9,4,14.2,5.1,50,38,Yes,Social Media/Trends,11.4,5,No,,2,2.53,Yes,No,Yes,Medium
STU-02912,52,Female,Computer Science,5.6,2.1,381.0,4,92,8,4,8.1,2.5,73,0,No,Entertainment,4.5,9,Yes,92.4,9,1.84,No,Yes,No,Low
STU-02913,61,Other,Information Systems,5.2,2.5,298.0,4,89,10,4,7.2,5.9,26,0,No,Social Media/Trends,0.0,5,No,75.2,6,1.97,No,Yes,No,Low
STU-02915,64,Other,Medicine,6.5,4.3,308.0,10,66,10,5,8.9,5.9,57,38,No,News,6.8,5,Yes,67.7,5,2.63,Yes,Yes,Yes,Low
STU-02917,51,Male,Law,6.7,3.1,482.0,4,71,7,2,11.6,2.9,22,0,Yes,News,2.3,5,Yes,82.0,2,2.12,No,No,No,Medium
STU-02918,19,Male,Information Systems,6.7,2.4,155.0,1,94,7,2,15.1,6.7,35,75,No,Education,6.8,4,No,87.4,4,2.32,Yes,No,Yes,Low
STU-02920,51,Other,Electrical Engineering,5.2,2.1,456.0,9,79,7,3,4.5,7.6,9,-5,No,News,0.0,7,Yes,75.1,6,2.21,No,No,Yes,Low
STU-02921,40,Male,Computer Science,6.3,5.1,160.0,2,89,7,3,8.1,8.0,67,38,No,News,2.3,4,Yes,64.3,1,2.88,No,Yes,No,Low
STU-02923,57,Male,Other Program,4.6,4.1,7.0,7,118,7,5,1.0,6.7,60,38,No,News,9.1,3,Yes,84.4,6,2.68,Yes,Yes,Yes,Low
STU-02924,37,Female,Other Program,7.3,3.9,146.0,4,113,4,1,9.8,7.6,39,112,Yes,Education,4.5,7,Yes,75.7,3,2.22,Yes,Yes,No,High
STU-02925,33,Male,Law,6.3,3.8,283.0,3,92,6,4,8.1,6.3,20,75,No,News,2.3,4,Yes,88.1,0,2.37,No,Yes,No,Medium
STU-02926,49,Female,Other Program,8.2,2.3,247.0,1,98,3,1,7.2,1.7,75,112,No,Entertainment,2.3,6,Yes,70.2,6,2.18,No,Yes,No,Low
STU-02927,19,Female,Information Systems,7.4,0.0,278.0,3,80,7,2,15.1,3.8,46,75,Yes,News,0.0,10,Yes,,5,1.5,No,No,Yes,Low
STU-02928,47,Other,Fine Arts,6.8,2.2,209.0,10,117,10,7,1.0,1.3,20,0,Yes,Gaming,6.8,5,Yes,72.9,6,2.31,No,No,No,Low
STU-02929,40,Other,Culinary Arts,5.3,0.3,295.0,1,112,9,2,1.9,4.2,47,112,No,Social Media/Trends,2.3,6,Yes,77.2,4,1.99,Yes,Yes,No,Low
STU-02931,36,Female,Electrical Engineering,4.4,1.2,493.0,10,108,1,8,12.5,,70,150,Yes,Education,9.1,6,No,72.5,1,2.44,Yes,No,Yes,Low
STU-02932,48,Other,Fine Arts,7.0,4.8,285.0,3,89,5,3,16.0,7.2,63,0,No,News,2.3,6,Yes,87.4,6,1.84,Yes,No,No,Low
STU-02933,30,Female,Education,7.7,2.7,44.0,1,109,8,1,3.6,,71,112,Yes,Education,4.5,4,No,97.6,3,2.54,Yes,Yes,Yes,High
